"","code_station","libelle_station","code_departement","libelle_departement","code_commune","libelle_commune","code_region","libelle_region","code_bassin","libelle_bassin","code_cours_eau","libelle_cours_eau","code_campagne","code_reseau","libelle_reseau","code_ecoulement","libelle_ecoulement","longitude","latitude","date_campagne","nombre_modalite_ecoulement","code_type_campagne","libelle_type_campagne","uri_reseau","etat_station","Annee"
"6892","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","87001","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2019-05-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"6893","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","84813","0000000134","Onde OFB","1f","Ecoulement visible faible",6.047780961,44.242440683,2018-10-23,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2018
"6894","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","83902","0000000134","Onde OFB","1f","Ecoulement visible faible",6.047780961,44.242440683,2018-09-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"6895","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","82703","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2018-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"6896","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","81557","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2018-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"6897","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","80401","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2018-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"6898","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","79650","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2018-05-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"6899","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","76609","0000000134","Onde OFB","1f","Ecoulement visible faible",6.047780961,44.242440683,2017-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"6900","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","75300","0000000134","Onde OFB","1f","Ecoulement visible faible",6.047780961,44.242440683,2017-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"6901","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","74215","0000000134","Onde OFB","1f","Ecoulement visible faible",6.047780961,44.242440683,2017-07-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"6902","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","73202","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2017-06-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"6903","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","72500","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2017-05-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"6904","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","69300","0000000134","Onde OFB","1f","Ecoulement visible faible",6.047780961,44.242440683,2016-09-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"6905","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","68353","0000000134","Onde OFB","1f","Ecoulement visible faible",6.047780961,44.242440683,2016-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"6906","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","68221","0000000134","Onde OFB","1f","Ecoulement visible faible",6.047780961,44.242440683,2016-07-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"6907","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","68122","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2016-06-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"6908","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","67874","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2016-05-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"6909","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","67572","0000000134","Onde OFB","1","Ecoulement visible",6.047780961,44.242440683,2015-10-23,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2015
"6910","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","67489","0000000134","Onde OFB","1f","Ecoulement visible faible",6.047780961,44.242440683,2015-09-16,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"6911","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","67418","0000000134","Onde OFB","1f","Ecoulement visible faible",6.047780961,44.242440683,2015-08-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"6912","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","67259","0000000134","Onde OFB","1f","Ecoulement visible faible",6.047780961,44.242440683,2015-07-17,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"6913","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","66995","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2015-06-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"6914","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","66869","0000000134","Onde OFB","1","Ecoulement visible",6.047780961,44.242440683,2015-05-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"6915","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","66300","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2014-09-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"6916","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","64900","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2014-08-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"6917","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","63796","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2014-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"6918","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","63250","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2014-06-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"6919","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","62100","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2014-05-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"6920","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","1221","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2013-10-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2013
"6921","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","1176","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2013-09-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"6922","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","1040","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2013-08-22,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"6923","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","935","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2013-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"6924","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","831","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2013-06-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"6925","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","727","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2013-05-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"6926","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","653","0000000134","Onde OFB","1f","Ecoulement visible faible",6.047780961,44.242440683,2012-10-23,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2012
"6927","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","588","0000000134","Onde OFB","1f","Ecoulement visible faible",6.047780961,44.242440683,2012-09-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"6928","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","463","0000000134","Onde OFB","1f","Ecoulement visible faible",6.047780961,44.242440683,2012-08-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"6929","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","396","0000000134","Onde OFB",NA,"Donnée manquante",6.047780961,44.242440683,2012-08-08,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2012
"6930","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","366","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2012-07-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"6931","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","365","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2012-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"6932","X1115011","Le Riou de Jabron à St Geniez","04","Alpes-de-Haute-Provence","04179","SAINT-GENIEZ","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1110520","Riou de Jabron","364","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.047780961,44.242440683,2012-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"6933","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","103451","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2025-09-08,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2025
"6934","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","102950","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2025-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"6935","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","102503","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2025-08-08,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2025
"6936","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","102000","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2025-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"6937","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","100814","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2025-06-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"6938","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","99709","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2025-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"6939","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","98909","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2024-10-23,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2024
"6940","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","98813","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2024-09-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"6941","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","98780","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2024-09-08,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2024
"6942","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","98706","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2024-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"6943","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","98631","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2024-08-10,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2024
"6944","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","98580","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2024-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"6945","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","98394","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2024-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"6946","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","98258","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2024-05-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"6947","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","98071","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2023-10-24,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"6948","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","98016","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2023-10-09,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"6949","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","97986","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2023-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"6950","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","97874","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2023-09-11,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"6951","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","97803","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2023-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"6952","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","97730","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2023-08-08,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"6953","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","97659","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2023-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"6954","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","97535","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2023-06-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"6955","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","97362","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2023-05-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"6956","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","97254","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2023-04-23,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"6957","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","97106","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2023-03-23,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"6958","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","97011","0000000134","Onde OFB","4","Observation impossible",6.028826085,44.159019703,2022-12-15,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"6959","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","97000","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2022-11-23,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"6960","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","96947","0000000134","Onde OFB","1f","Ecoulement visible faible",6.028826085,44.159019703,2022-10-23,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"6961","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","96869","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2022-10-09,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"6962","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","96810","0000000134","Onde OFB","1a","Ecoulement visible acceptable",6.028826085,44.159019703,2022-09-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"6963","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","96756","0000000134","Onde OFB","1f","Ecoulement visible faible",6.028826085,44.159019703,2022-09-08,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"6964","X1120001","Le Vançon à Beaudument","04","Alpes-de-Haute-Provence","04211","SOURRIBES","93","Provence-Alpes-Côte D'Azur","06","Rhône-Méditerranée","X1120500","Le Vanson","96683","0000000134","Onde OFB","1f","Ecoulement visible faible",6.028826085,44.159019703,2022-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
